review_id,stars,text,food_pos,ambience_pos,service_pos,price_pos
6BnQwlxRn7ZuWdzninM9sQ,3,love chines food love mexican food wrong coupl thing thing place rice bowl kind place thought go divers far menu goe mainli rice bowl differ kind meat order littl confus employe help got item bowl got jade chicken hengrenad chicken rice jerk order jade chicken quesadilla gonna admit place look kinda dirti think arizona us health depart letter grade like california judg look insid grade lol wait minut final got food took at hotel room mmmm food alright jade chicken special tast like gener chines fast food orang chicken sesam chicken variant hengrenad chicken spicier version jerk chicken pretti spici warn jerk chicken super spici aren sure ask sampl restaur order wai spici jade chicken quesadilla decent special imagin orang chicken tortilla chees friend order jade chicken burrito confus pull bag liter size mcdonald appl pie order burrito warn burrito gnome smurf said tasti provid snicker doodl sugar cooki meal decent special gonna lie dai stomach felt like littl mexican dude chines dude wrestl throw molotov cocktail insid bathroom like time recommend eat place lot dai,0.0,0.0,0.0,
rEITo90tpyKmEfNDp3Ou3A,5,huge slim fan open texa year ago live place disappoint great salad grill chicken plu fresh brew sweet tea best,1.0,,,
4bUyL7lzoWzDZaJETAKREg,3,good select class beer main twice time fri chicken delici warn extrem salti couldn finish piec chicken experienc salt overload second time came wednesdai know bbq night complet differ menu offer origin vegetarian friendli menu menu vegetarian friendli option eggplant sandwich vegetarian parti said aw bbq night choos side side fri potato salad thrill carb heavi side carb heavi main run side earli even servic great avoid come wednesdai,0.0,,0.0,
Amo5gZBvCuPc_tZNpHwtsA,5,famili love food quick friendli delici great restaur kid star,1.0,,1.0,
IPw8yWiyqnfBzzWmypUHgg,5,look best pierogi pittsburgh place small tabl outsid busi carri pierogi plu win best pierogi year owner poland make real deal pierogi best hand pinch group older polish hungarian women biggest seller potato chees sell flavor like plump pillow soft bui bui dozen cold home freez warm readi eat warm on serv butter onion definit comfort food best ship internation ye good,1.0,,1.0,
IByf6mVY0WA838XNSh-5MA,4,food good price reason exactli restaur like snack bar limit menu walk counter place order wait minut prepar order pai cashier search tabl kind like sandwich shop better choic valu hotel deli strip,1.0,,1.0,1.0
S337tATeouQJdoPYyir29w,5,pick meat planet chef mexican style dish amaz flavor wow fish lamb taco die drink great,1.0,,,
D_UvaenM25iNd6aehTZ0MA,5,great food great servic obvious fri chicken isn healthiest food earth month crave good fri chicken chicken great fatti side excel,1.0,,1.0,
qm97yMwREr7BKkexlwLFbg,5,pettuccin fresh morn delic yummi owner staff super kind delight veal piccata classic love restaur,1.0,,1.0,
1daGBpea0sleayFeeXuoYw,1,place star hot pot good judg shabu quantiti small price expens qualiti quantiti tast soup base bland hot water sauc select limit fresh clean perspect love hot pot home hot pot better place try anywai good appetit hot pot favor skip place miser,0.0,,,0.0
0AsmPiAQduxh5jE_si8cLA,5,end raku close receiv great rate yelp glad came better meal start mushroom dish lettuc wrap amaz lettuc wrap like have flavor parti mouth panang duck terrif highli recommend dish dish wasn good seabass drunken noodl overal excel meal intim set great servic definit,1.0,1.0,1.0,
CelUWzp-GnJIiiV1mDUb-g,1,love place downtown scottsdal locat manner sat bar min bartend ignor menu water walk care,,,0.0,
hUUfzKeDLo930LA9-v2tWQ,5,best chines resto highli recommend star let support busi best west vallei trust wont wrong come place,1.0,,,
E6B-2U2sGG3xgmnNWZAEew,1,came thursdai night friend reserv need place servic extrem poor enjoi compani friend come restaur primarili poor servic seat greet half hour come ask place order said wait minut came final order main capres salad salad okai bit salti like person dish fill order sweet potato fri main sweet potato fri worth fri actual delici crispi outsid soft insid visit restaur recommend particular dish especi given price portion size larg size larg plate,1.0,,0.0,1.0
wOv7JiO0EGcJ61P2JcDS1g,2,went weekend pretti disappoint thing pictur recommend yelp good start steak grill skewer special freind got lasagna got special chicken dish pretti bland lack kick waitress nice got manger switch dish freind got hamburg got shrimp scampi hamburg better lasagna lack flavor scampi better chicken season noodl bit cook big attach restaur go stomach high hope servic great gave star,0.0,,1.0,
RLbWoIri29BcQ8yjzsvQLQ,5,place epitom rumor transform process take place pittsburgh great food drink servic atmospher second definit visit local visitor alik feel like pittsburgh,1.0,1.0,1.0,
JIC8qNMbcAPAzQMPrtsTJw,4,dinner fantast servic great start corn soup tuna tartar share filet scallop delici entre realiz steak came potato order side mac chees shishito pepper thought pepper hot whimp guess definit come,1.0,,1.0,
eed44nI0eZ4BGKtKXsRJhQ,1,met friend dinner tonight server brought menu brought coupl coke come tabl min try attent time walk decid order bartend receiv starter main time wing brisket mac chees alright best point hadn seen server brought food bar napkin refil coke actual saw server hover tip handheld credit card termin food okai decent servic piss poor terribl,1.0,,0.0,
UoFxqWXBluvS4Q32spb8Lg,4,solid bbq place calgari definit great place crave smokei delici actual notic place wander walk downtown imposs miss love smokei bbq smell block look kind like hole wall entranc look like updat year add charact entir decor wood countri includ buffalo head wall downstair live music weekend food coupl time think comment menu pretti friend order brisket catfish veggi burger mac chees cesar salad chili garlic fri review place base delici garlici fri star review hand mean serious vampir bewar enjoi plenti portion size huge hungri prepar box grant time gone love food at entir meal bet point time wonder give place star amaz garlic fri bourbon appl fairli tasteless chili meat tough servic catfish delight mac chees delici brisket qualiti specialti cocktail pretti good beer price pretti decent great place long lunch dinner drink weekend brunch vegetarian option menu ignor buffalo head wall believ gluten free option fairli good place larg group sure ahead like said earlier great place good time smokei flavor,1.0,1.0,,
j3vP8537KHvoXNHQIr3haA,5,parti order fish taco pork belli banh corn beef hash benedict bam ham delici esp pork belli banh tender juici baguett nice toast love crispi fish taco compliment chip salsa fresh super good crispi servic excel waitress great job check serv want food option time visit definit come,1.0,,1.0,
f0B9-r14-bLudyu5S7aLhw,1,dinner bellagio buffet night servic server great kind forgot end visit food cold good thing crab leg suppos cold taco freshli food singl lamp heat food let server know food cold told manag charg come ask problem said go talk chief idea actual happen half buffet close wasn option rio buffet high end casino horribl experi,0.0,,0.0,0.0
9cW1B-T6M3ER3_rH_36h9Q,5,enjoi visit visual appeal ambianc great food tast amaz servic complaint,1.0,1.0,1.0,
vzMkIQm34QWBCYaHdV-2mQ,5,flat fantast twice croissant bomb wait try item new breakfast spot ahwahtuke servic great famili run busi come support,1.0,,1.0,
0NRNA8qIq9nKw5FcwyOxcQ,4,nice eat environ food nice nativ japanes style,1.0,1.0,,
u1jQX0KfnG3AHty4ifEpFA,4,note visit breakfast lunch overal excel high end buffet dessert section need littl work highlight dip foccacia pizza chimichurri sauc best pizza prime rib excel hate crab leg gener sai great fresh cooki try cooki got lucki grab white chocol macadamia cooki warm crispi side chewi mouth wateringli good mean stuf belief couldn stop eat breakfast time try portugues sausag breakfast food worth avoid gelato bar look good textur like soft serv dairi queen hate disappoint shrimp pad thai serv ic cold gross,1.0,,,
-QxhbVQrcnVWGiua9r44JA,5,uniqu place great waitress funni knowledg fantast job food amaz definit return recommend restaur coupl,1.0,,1.0,
bvEdkl-weZGMLLRF9e0-ew,5,best wonton soup delici food great servic chicken satai roti wonton soup fri noodl shrimp dish definit,1.0,,1.0,
7Jy730ib54YKYgZRvcBNJg,4,dinner food excel servic couldn better thank jose sure,1.0,,1.0,
SWiEJZUJM6rUDJFwbWB6OA,5,absolut love place time fail impress meth bff burger unreal tsoynami cupcak amaz pretti best,1.0,,,
vAckaF8n0KKJeqHOnb1ayw,4,write review chines restaur look english name popular try recent bubbl tea good pricier rose tea like noodl pork sauc tri wide noodl wide chewi kind sticki prefer dish dan dan noodl differ expect friend like okai noodl wonton flavorless soup dumpl good amaz try probabl like like try noodl beef soup time appet prici opinion won pai small plate veget owner nice gui enjoi chat littl bit dinner,1.0,,1.0,0.0
VqZMgUf4wQMTeCWg2M_e8Q,3,went saturdai dinner coupon price peopl good deal larg space open layout time year ago at crab leg prime rib provid self serv drink area think good flag staff drink want situat unlimit alcohol wine beer bar area bartend work bunch watch updat game wouldn wai mirag hungri eat coupon wouldn spend retail price eat buffet strip better price point,1.0,1.0,,1.0
IRwIFWgjJiMSBBucewhHDg,3,need burger closest locat work wasn typic fast food joint like chose signatur burger opt spici cajun burger combo beer batter ring jone strawberri limesoda small locat smaller patio mayb bar stool cramp balconi look charl street definit sit outsid grab seat luckili patio vacant late afternoon top spici cajun burger avocado jalapeã±o lettuc jalapeã±o havarti tomato cajun spice smokei chipotl honei mayo ampl top burger enjoi avocado burger overal spici good kick slice jalapeã±o meat grill perfectli tast averag small compar bun bun soft tast good hold burger top end left lot bun burger beer batter onion ring batter ring golden brown crunchi fill drink jone strawberri lime soda yummi sour good balanc overal prompt friendli servic quaint littl patio averag burger good quick fix satisfi burger crave,1.0,1.0,1.0,
HYBzY7zN_YBHtQu6qkD3Ng,5,easili enter restaur charlott visit pork belli unreal amaz prime strip bourbon butter jam phenomen,1.0,,,
E4LqIZ7DJd_R4ZHSNKx4RQ,4,good star price bit high food locat bit unsavori decor atmospher surprisingli nice outsid expect run insid staff nice surpris dine room fridai even got veget samosa start order chicken tikka masala lamb rogan josh rice plain naan complaint lamb tender flavor delici definit given chanc,1.0,1.0,1.0,0.0
CvJy7CdHJqsZNq22fUF7hA,2,employe busi chat employe head thedriv window talk peopl entir time cook come outsid food hand make food,,,0.0,
ASZha3MiQJghtt3n5OGIsA,4,random hole wall locat park shop center heard fate patrick dai beer order make wai enjoi patio decid food ventur second alcohol visit excit tast vegetarian option grill chees spici asparagu portobello let tell grill chees amaz add interest touch addict happi sandwich tasti appet goat chees fritter red wine sauc goat chees favorit fry make better love ther servic great accomad larg group time peopl great staff awesom menu choic go,1.0,1.0,1.0,
XAm4_-lUxzF_Y449cWMHLQ,1,servic hit miss staff person attent time ask come staff gtfoh stamp place perman forehead patron deem gui continuo visit great option close home food drink option choos think todai visit,0.0,,0.0,
dcKpWjwqKl0ImVKEru6Q1A,4,great cocktail good food overal class restaur,1.0,,,
36xxeOr4m4UlRf9FM1HzdA,1,took wife birthdai dinner daughter alfonso heard food good waitress dawn good busi problem waitress staff rude gift card certif pai dinner minut big blond waitress came said loud rude tone couldn us caus need spend order insult sai tabl hear couldn read fine print tell requir us gift card show certif fine print legibl told sorri fault walk awai have second thought go us gift card awai toss,1.0,,0.0,1.0
4PKiLkFTff9HK44QkOo6vA,4,heard place dy check glad decent beer select kind hipster vibe load hot dog tater tot got best deal town ton uniqu top pick delici dip sauc tot secret fry sauc fav earli problem get seat bar prime time live music kind tight go food earlyu load dog super hard eat stand,1.0,0.0,,1.0
QSe9EqmiImbguDVIraX_rg,4,receiv amail thought okai let walk mondai afternoon greet bartend wear cutet shirt said bar babi cute got look menu ask good said club order andy good beer club white toast serv fri watch sport center felt eas good music plai,1.0,1.0,1.0,
x4FUjCh_QOOL4LEQQQM-6A,4,met old close friend dinner portofino great intim din class excel pasta meat dish delight servic great drink come,1.0,1.0,1.0,
LrO2MkIWIjAoOeS5WImnrQ,5,yum kale grit definit menu choic uniqu farm fresh delici,1.0,,,
VeJppsRLTWRKh4PkmcOzag,4,ooooooh yummi red meat eat midwestern girl best steak rememb have know long damn good mac chees tasti tasti try snicker dessert basic cooki ic cream sanwich bit snicker more sister got super fun complaint loud waaaaaaai annoi veil tote bachelorett parti tast hei palm,1.0,0.0,,
p9U8-Bj9tFBqHa-wgaDKJg,1,dread servic jimmi john year ago minneapoli appar phoenix store personnel train differ sandwich counter twice head folk work camelback sandwich wai want ask hunter club veggi got standard hunter club lettuc tomato see took counter explain want veggi explain veggi sandwich came carefulli explain want veggi gui said want freebi thought clarifi order want came sandwich freebi said ye want freebi veggi took revis sandwich sat eat veggi request pile italian vinaigrett dijon mustard want,0.0,,0.0,
dS5ERxmIP-CQ_ZV_q_xc0A,5,burger phenomen gallei boi melt mouth pair potato teaser milkshak like heaven earth,1.0,,,
m2H0m3pDUNmkXZP4K8c_oA,2,advertis vegetarian dinner price paid like nice cut meat wai price dinner blue moon beer glass wine tip tip server great experi eat dark pretti interest experi food meh okai food outstand wasn probabl at bite dinner entre tast differ ingredi far savori pasta coupl dry tast like hush puppi impress littl told server enjoi offer try big deal like said nice dessert liter save grace gave star server experi dark honest incas expect non vegetarian meal readi vegetarian dinner like review facebook page block comment peopl talk crap handl truth allow,0.0,,1.0,0.0
JYdhCDyR6lYfN2qnSspLlQ,5,food delici far favorit restaur downtown phoenix tri differ thing menu disappoint saturdai night special prime rib horseradish dauphinois potato favorit second servic amaz ian favorit waiter request time person good sens humor constantli check sure good experi arrog butcher memor,1.0,,1.0,
29S2A-Q8Vt4a-Z6St1dcWw,4,wonder experi sat outsid patio watch food channel listen music go menu have great convers countri guest patio good place kid patio drown loudest child need food great bite spot wait minut tabl peak dinner hour server quick greet drink tabl order sashimi wonton taco sausag chees dip pretzel wrap pepperoni tuna fresh wonton greasi wasabi sauc zing power tuna pretzel chees dip nice hot pretzel sprinkl parmesan chees crisp entre big serv peopl beef brisket beef short rib pork rib caesar salad bacon chees burger pack flavor caesar salad come huge garlic crouton daughter cut finish sausag chees dip caesar dress fresh corn bread macaroni chees side tasti order cheesecak dessert larg parti left ask server pretzel fudg sauc potato chip instead stomach sensit want ask sauc isn place miss food spici danc happi tongu tummi peopl good thing,1.0,1.0,1.0,
DmlGGWLHPAQl2v9qM5noyQ,1,told great thing place entir experi aw food wasn good wai greasi fri luke warm trai liter cover greas need napkin shower servic pretti aw believ paid small meal extra fix nation cheeseburg dai dai disappoint gone best thing soda pretti difficult mess,0.0,,0.0,0.0
W6VRRz7mVGZLsidyHelHwg,5,place possibl favorit restaur phoenix favorit chicken scarpariello pizza sangria wife decid dish daughter love penn ala vodka lasagna ravioli mario son work hard bad meal seen bend backward try care obviou jerk plu local school invit local pizza place present class make pizza recycl issu mario came talk kid adult place treat market event brought coupon idea good neighborhood gem,1.0,,1.0,1.0
yMXmJzpEah6XfS_SSu920A,5,man love toronto hide strip mall overlea dingi look restaur serv fantast cheap kabob warn regardless come like wait tabl place overrun peopl fan perfectli grill spici meat try place need limit time month drive kabob car borrow zipcar membership total worth,1.0,1.0,,1.0
LaSg1wlkosR6aSiuzxyo3A,3,beer beer beer definit low kei nieghborhood bar towner enjoi felt like pittsburgh version cheer grimier unfortun kitchen close fairli earli weekdai place receiv star,1.0,1.0,,
ngN7BwOpWUPA5yhmjNew7g,4,love crust pizza sauc decent chees okai pepperoni best qualiti friend order slice said good wish chees top hold,1.0,,,
l7KB334CXThAcmZPOvF1zw,2,normal restaur star long good food group disappoint restaur grant expect lot italian restaur venetian think fine expect eat price chang reserv said accommod time clearli shouldn seat fold tabl hallwai restaur liter food court kiosk sell trinket tourist ambianc restaur offer mysteri shouldn switch reserv wasn possibl accommod chang fault wouldn blame know threw tabl tabl chair look differ rest on set restaur like expect pai lot venetian expect blown awai prefer dine place walk wai paid spaghetti carbonara tasti balanc sauc decent pancetta finish thing finish entre oliv garden price at piec bread friend order chicken kabob know sold italian restaur singl kabob piec chicken veget bed rice cost absolut outrag told waiter celebr birthdai said expect receiv dessert customari receiv cours waiter keen give time dai know expect rememb birthdai,1.0,0.0,0.0,0.0
RKGH2ZQHyBNgJwQ84lKMFg,4,familiar scottsdal guess restaur fairli new atmospher great live loud huge wine drink list food good highli recommend ahi tuna appet ravioli skirt steak,1.0,1.0,,
kQAHUQ89fIZVCf1cFKDE_Q,4,good morn cocktail wait vega dine best diet place liter definit excess good wai sucker benedict awesom servic great staff welcom stop land appreci servic hawaii remind zippi anna miller home feel price bit high total worth rememb place return vega futur,1.0,,1.0,1.0
jdDxglqBqPJPYQO5QlY8pA,5,hand best bloodi mari thing veggiesmmm bacon nail appet burger fri knew fri good present disappoint ether nice great seat outsid sat insid love restaur near hometown serious rock gui,1.0,1.0,,
b5f0MzgbgUIcFy1yLueRGA,4,quiet bar grill great waitress margarita pizza good small sign miss place,1.0,1.0,1.0,
XRCS5zr29DOxlCXKKKwwAw,5,yelp restaur soo good felt compel yelp went dinner friend nice space staff amaz chef came tabl cool food think discern chef judg impress board tenderloin mac chees tomato wai excel choic wait cielo kudo,1.0,,1.0,
m14cjbICuRRASAitrh_YXA,3,overal food good bruschetta tad bit oliv oil anymor eaten husband chicken parmesan order salad grill salmon said tast good salon cook perfect enjoi dress wish reason pour came cup agre price bit high experi similar feel bravo servic isn level experi sever know menu fri fryer expect plate ask food allergi sure note allergi order appreci music match set want relax music super beat rush leav try month updat review,1.0,0.0,0.0,0.0
IWinoppaEcMt5DrreAUR0Q,1,idea owner problem incred rude wife hand super nice odd mix great space rude owner coffe averag,1.0,1.0,0.0,
lDJIaF4eYRF4F7g6Zb9euw,4,work food servic manag time recommend try defalco know food excit try favorit spot place good lot authent italian choic groceri section ton legit italian goodi chicken parmigiana sandwich die anytim manag come town left vega think miss defalco vallei sure stop grab favorit grub park bit tricki busi hour wait time food bit long recommend call order ahead time want look wait timer,1.0,,1.0,
5K0whjm5M3QCRLFkgb7ecw,5,enjoi come locat near walnut meant park difficult realiz hot pot individu gave pot electr hot plate adjust temp hot water case run fulfil small area section custom sauc,,,1.0,1.0
ms7jlesqKq-1RE-yDaOxBw,5,darn northern know goooood eggplant obsess like serious obsess eggplant minc pork dish sound simpl good menu decent dumpl xlb noodl eggplant die authent menu avoid american dish,1.0,,,
bVjFkzjYEn9_JfDs-_mGzA,1,time order greatli disappoint freezer burn strawberri ic cream microwav food run breakfast,0.0,,,
rHGTcKIfLTE9Y26aNJ__Yw,2,fun true busi dim sum place sure food won soon,0.0,0.0,,
a6N51Ov3NEchmqsquNGtMA,5,come loco open love come especi sundai footbal game great bloodi awesom breakfast loco local water hole great time staff,1.0,,1.0,
sdMeynFmJknSQq1zUV2fUQ,4,order combo come plate rice bread skewer chicken breast kebob skewer koobideh skewer barg kebob grill tomato plate parslei slice radish bunch basil salad meat flavour dry juici tast good definit lot food peopl waitress friendli attent read review accept amex yeah ask paid meal,1.0,,1.0,
z1rYuaKCL6xkacLIIaxr_g,3,decor int restaur nice sheik look got rest panda whiskei sour tast drink start foo foo plater abl try bit pretti good actual highli recommend server believ nicki super awesom nice help decid get pork belli ramen sushi roll ramen good littl salti recommend receiv spider roll great crispi roll problem aros wait minut roll half hour final brought differ roll apolog take long appar crispi rice prep take long server server came apolog time probabl good idea manag come apolog final got okai end comp nice place try limei wouldn order crispi rice roll,1.0,1.0,0.0,
P1SXso5nMKwhHyTW6OIIIg,5,hei want everytim eat late good wing good beer good time wait staff terribl slow non attent eventu food beer busi catch friend pull cell phone chat friend weird fun cheer,1.0,,0.0,
TaoaX7MqCujFRNaJBns2Sw,5,price bit high pizza tast make love go seventh street market sit coffe have drink wait delici fresh pizza pure taken eaten insid market pizza reheat try eat fresh possibl specialti pizza sound good definit better deal top monei want want end medium crust regular crust pizza jalapeno pepperoncini onion feta pretti expens top med pizza delici arugula salad goat chees lemon vinaigrett die crave dress dai later light fresh flavor,1.0,,,0.0
miAbIuIln8YfLoo6rf3MyQ,3,visit restaur hour drive boyfriend saw websit coupl valentin dai dinner reserv reserv fridai dine saturdai arriv right plenti open tabl restaur hostess look reserv list show sat tabl list said larg print chang tabl hostess walk past person tabl sit person tabl liter inch neighbor tabl ask sit appar hostess direct order chang tabl dine probabl consid valentin weekend drove hour reserv idea sat hear word tabl said wai pregnant wife valentin dai probabl shouldn answer phone buddi talk hot femal cowork awkward watch word said sure neighbor diner weren eavesdrop person info uncomfort romant even life food valentin dai meal choic appet share sold night salad choic appet menu new zealand rack lamb sold night chocol creme brulet share dessert bottl nero avola told bottl wine order bowl soup special soup lobster bisqu delici minestron sausag miss sausag veget liter giant size like eat salad broth rice tast nice appet artichok prosciutto yummo salad hmm mind tini plate feta chees cucumb pear balsam vinegar gosh know tradit salad bewar tast great expect bowl leafi green top meal veal shrimp gnocchi pleas palett dessert chocol creme brulet umm clearli cup chocol mouss slice strawberri store bought sugar cooki shape heart ye tast good creme brulet waiter rave wine nero avola ye red wine drinker wine delici look return hotel room sold bottl lie order special atmospher beauti romant like share intim moment stranger pleasantli dark candl christma light electr fireplac sat observ enjoi heat come know dress dress warm go dinner place lost half power minut sit managerchos turn fireplac stai lit run power outag time left toe frozen finish eat paid turn notic person tabl sat sit unfamiliar coupl leav hostess sweet friendli arriv short sarcast good bye nice even town risk sat situat food delici world prefer deserv privaci dine ladi sat good luck birth mayb dislik chees awai birth,1.0,0.0,,0.0
_LPOtmfWnL_8_tL3ImhoLw,5,sure post neg review place point girlfriend dinner night reserv set seat server william awesom fast attent best server encount dine lot order eat crab leg fresh hot delici feel sticker price high bucket equat buck pound neg feel address tabl type epoxi resin outsid melt sticki residu tabl plai napkin accept girlfriend definit return pickl bill fantast even thing note servic great place pack,1.0,0.0,1.0,1.0
pT5KSTwYBtKoDG61filWXw,4,huge fan mission decid try place see own owner skeptic possibl great surpris live told ambianc amaz like mission candl light entir place outsid patio larg lot seat avail staff great help make suggest menu favorit item menu scallop appl caramel upsid cake cook perfect melt mouth great wine list perfect set enjoi glass wine great date night spot recommend friend,1.0,1.0,,
dUegRzXd5-9g7B4-GRSGUg,5,best thai food love mango curri especi great bubbl tea nice servic polit,1.0,,1.0,
h41f8n78an6ZdhRzKMCT1w,5,awesom pool parti wish tad interact aspect want hot girl gui sprai champagn danc,,1.0,,
NFlW7_5bOPkR2Nz8t9d2Sw,4,love pizza try stai awai dietari reason went week daughter mom pleasantli surpris crust new york style pizza good price menu kind simpl wai place nowadai friendli staff clean simpl surround,1.0,1.0,1.0,1.0
eKgibXL3A2DeRkQjF5BQDA,1,excit happi hour heard great thing food averag charg bread app greasi fri spent happi hour menu group review yelp care time write sorri won come,0.0,,,0.0
niN5qW_M5Y0W0zQEcQcFig,2,famili came wed night dinner parti plu babi high chair wait min seat got tabl wall half booth half chair husband ask sit tabl hostess said babi tabl custom luckili great babi tabl booth dirti floor sticki gross kick fork seat servic subpar waiter nice took min boi drink refil spars order steam broccoli actual raw came time believ microwav warm poor daughter law charcoal patti sent took good min replac wors son sensit gluten order gluten free bun gave ciabatta bun realiz eaten half burger husband brought issu manag contribut situat send burnt burger waiter solut inconveni free appet card redeem time came live hour mesa disappoint run kind servic definit pleasant experi,0.0,,0.0,
EedJ77WTwkytYhAR-PVMKQ,5,star highli recommend place mood authent latin american cuisin come rais latin america usual skeptic restaur claim latin american food dish try imit latin american style usual come short complet miss subtl flavor dish suppos chica complet nail chicken chimichurri share peopl small dish delici mini arepa came guacamol nice surpris empanada simpli amaz tast like on home latin music point cocktail great,1.0,1.0,,
kN7QMpXNT38NeeesQ6zYUQ,5,oooh momma flavor strong clean fast friendli everytim weird steril like baja fresh glad open,1.0,1.0,1.0,
ga8yPF_gxHby3DYe5uwO5A,5,gosh go write delici came review serious worth drive spring roll delici noodl saw shrimp pretti lick plate plate go look better better plan time come server sweet sweet girl soft spoken perfect server pictur food dove clean plate lol pic choos,1.0,,1.0,
nx3RLktQxXT6ACp5M3OJwA,3,fresh food tasti amaz servic characterist come mind think place price big downsid went tuesdai night wait tabl servic quick staff friendli menu option pretti limit definit focus provid typic portugues experi major downsid food portion extrem small price pai valu monei clearli isn fair consid dish tapa style regular restaur real size dish price pai tapa mini starter entre tapa style share desert glass wine gave left feel desert caramel fondant pear ic cream probabl thing at incred paid twice price prici definit revis price,1.0,,1.0,0.0
AiMNpJ6dRLBT6jQ3R3fWFg,4,amaz place authent decor ambianc papaya salad refresh flavor combin pad thai pork beef shrimp meal thai toast appet consist minc chicken shrimp bake toast serv cucumb salad try,1.0,1.0,,
kz-EVInXbGuDwglTZhig3w,3,pleas experi price expect better ambianc better present steak season cook famili enjoi good cut perfectli person specul servic perfect server thought attent overli interrupt need high price steak menu expect place feel exclus fanci loud felt like nice bar fine dine establish shout nois place wasn total sundai even plate special look price expect frill meat separ side came plainli plate effort present casual restaur throw green garnish dish littl extra aesthet probabl won return pai like feel littl pamper,1.0,0.0,1.0,0.0
1s45p14oMTa9F1qEFmQycA,5,work well fargo right door rubio baselin main goal satisfi custom vision valu said rubio rel everydai rubio lunch feel home like valu custom show qualiti servic go standard sale chimichanga manag georg great cook took fry burrito georg great leader repres franchis high level priscilla shift leader light room smile soon open door deliv excel servic thank rubio quon yourbanktel,,,1.0,
qdfEZn3ObIEHC-tiX1aduw,3,wasn impress time figur second try latt impress goto starbuck adjac spot,0.0,,,
6JgzKIDvophsU1yfK0DdyA,4,love place lot great healthi option excel varieti friendli staff exorbit price beat held care melancholi forth eat healthi,1.0,,1.0,1.0
_lGsXGF_nnKzmwl0I_A9tA,4,special southern california style food like burrito salsa fish taco decor ambianc great tabl bar stool expos brick wall modern light fixtur classi comfort dine experi saw craft beer respect bourbon list earli saturdai morn breakfast fantast banana pancak unreal,1.0,1.0,,
ImAnCO3PJXW9fhh7yEazrw,3,normal stop breakfast travel calgari intern airport restaur avail pass secur fare decent breakfast good coffe dollar breakfast,1.0,,,1.0
